processed_text,label
daily update published weve tracked million tests k yesterday another huge testing day clear inflection point note track tests state reports details see URL URL,real
news heavy metal fan coronavirus sickness URL URL,fake
bill gates explains covid vaccine use experimental technology permanently alter dna,fake
USER USER USER hi USER USER worked team document refactor extend code report impact npis reduce covid mortality healthcare demand shared source code produce report published along codecheck,real
herd immunity strategy unethical unlikely successful uk warn scientists long covid sufferers call recognition URL,fake
rt USER coronavirusupdates backhandindexpointingrightnearly new recovered cases found statesuts backhandindexpointingrightmaharashtra maintained,real
weeks covidview reports early indications levels covid illnesses still low may increasing slightly parts united states hospitalization rates deaths still trending learn URL URL,real
states reported new deaths day average weve one day june states reported deaths todays deathsbecause duration disease data reporting lagsprobably reflect infections occurred midmay URL,real
cdc tracks different forecasting models possible covid deaths us may forecast increase deaths coming weeks cumulative total exceeding june see national amp state forecasts URL URL,real
new cases covid lagos rivers oyo fct borno plateau jigawa kano abia ekiti delta kwara taraba cases covid nigeria discharged deaths URL,real
covid cure usa,fake
indiafightscorona daily testing average continuous upward incline around lakh tests conducted per day rd week august lakh tests per day st week september details URL USER USER,real
friend mine checked back clorox wipes know human coronavirus listed among things wipes kill checked wipes sure enough listed take suspected new virus news media wants us believe,fake
india recording new cases countrys confirmed case tally reaches lakh andhra pradesh becomes third state reach three lakh mark confirmed coronavirus cases maharashtra tamil nadu first two covid corona coronavirusupdates URL,fake
imported ns ineffective covid raising risk infection hcps patients URL,real
